#NAME#,DISPLAYORDER,TYPECODE,DESCRIPTION,SESSIONID,TIMESTAMP,VERSION
'BEST_EFFORT','1','BE','Best Effort','0',sysdate,'0'
'MANDATORY','2','MND','Mandatory','0',sysdate,'0'
