#NAME#,DISPLAYORDER,TYPECODE,DESCRIPTION,SESSIONID,TIMESTAMP,VERSION
'ONE_DAY','1','1','1 day','0',sysdate,'0'
'THREE_DAY','2','3','3 days','0',sysdate,'0'
'FIFTEEN_DAY','3','15','15 days','0',sysdate,'0'
'THIRTY_DAY','4','30','30 days','0',sysdate,'0'
'FOURTYFIVE_DAY','5','45','45 days','0',sysdate,'0'
'SIXTY_DAY','6','60','60 days','0',sysdate,'0'
